timestamp,I_A,T_pneu,session_id,driver_id
0.65,17.457,24.042,sessao2,B
0.66,18.557,23.95,sessao2,B
0.67,16.825,23.996,sessao2,B
0.68,17.403,23.837,sessao2,B
0.69,17.587,23.88,sessao2,B
0.7,17.445,23.814,sessao2,B
0.71,18.019,23.737,sessao2,B
0.72,17.644,23.791,sessao2,B
0.73,17.374,23.684,sessao2,B
0.74,17.111,23.651,sessao2,B
0.75,17.774,23.691,sessao2,B
0.76,17.987,23.628,sessao2,B
0.77,16.917,23.52,sessao2,B
0.78,16.696,23.463,sessao2,B
0.79,16.69,23.508,sessao2,B
0.8,17.186,23.523,sessao2,B
0.81,17.375,23.4,sessao2,B
0.82,17.864,23.362,sessao2,B
0.83,17.65,23.39,sessao2,B
0.84,16.48,23.28,sessao2,B
0.85,17.385,23.304,sessao2,B
0.86,17.49,23.122,sessao2,B
0.87,17.181,23.024,sessao2,B
0.88,16.831,23.075,sessao2,B
0.89,16.821,23.097,sessao2,B
0.9,16.801,23.074,sessao2,B
0.91,16.432,23.023,sessao2,B
0.92,16.926,22.949,sessao2,B
0.93,16.451,22.863,sessao2,B
0.94,15.649,22.884,sessao2,B
0.95,16.76,22.833,sessao2,B
0.96,16.311,22.786,sessao2,B
0.97,15.842,22.801,sessao2,B
0.98,16.399,22.722,sessao2,B
0.99,17.023,22.758,sessao2,B
1.0,18.012,22.707,sessao2,B
1.01,16.97,22.638,sessao2,B
1.02,16.395,22.543,sessao2,B
1.03,17.084,22.543,sessao2,B
1.04,15.235,22.536,sessao2,B
1.05,16.289,22.429,sessao2,B
1.06,16.579,22.437,sessao2,B
1.07,16.317,22.435,sessao2,B
1.08,15.802,22.406,sessao2,B
1.09,16.302,22.337,sessao2,B
1.1,17.342,22.324,sessao2,B
1.11,16.93,22.246,sessao2,B
1.12,16.269,22.22,sessao2,B
1.13,15.508,22.243,sessao2,B
1.14,16.004,22.083,sessao2,B
1.15,15.297,22.217,sessao2,B
1.16,15.942,22.082,sessao2,B
1.17,15.34,22.136,sessao2,B
1.18,15.021,21.971,sessao2,B
1.19,15.424,22.018,sessao2,B
1.2,16.637,21.871,sessao2,B
1.21,16.0,21.885,sessao2,B
1.22,14.934,21.87,sessao2,B
1.23,14.242,21.905,sessao2,B
1.24,14.91,21.843,sessao2,B
1.25,14.961,21.818,sessao2,B
1.26,15.589,21.786,sessao2,B
1.27,14.689,21.716,sessao2,B
1.28,15.521,21.714,sessao2,B
1.29,14.423,21.703,sessao2,B
1.3,14.738,21.647,sessao2,B
1.31,14.988,21.559,sessao2,B
1.32,14.078,21.625,sessao2,B
1.33,14.775,21.445,sessao2,B
1.34,14.204,21.467,sessao2,B
1.35,14.264,21.366,sessao2,B
1.36,14.73,21.419,sessao2,B
1.37,14.474,21.342,sessao2,B
1.38,14.618,21.298,sessao2,B
1.39,13.698,21.262,sessao2,B
1.4,14.094,21.217,sessao2,B
1.41,14.397,21.227,sessao2,B
1.42,14.267,21.267,sessao2,B
1.43,14.53,21.16,sessao2,B
1.44,14.7,21.197,sessao2,B
1.45,14.009,21.073,sessao2,B
1.46,13.218,21.045,sessao2,B
1.47,13.168,21.049,sessao2,B
1.48,13.833,20.993,sessao2,B
1.49,14.244,20.989,sessao2,B
1.5,12.951,20.931,sessao2,B
1.51,14.002,20.923,sessao2,B
1.52,13.504,20.877,sessao2,B
1.53,12.596,20.861,sessao2,B
1.54,12.738,20.858,sessao2,B
1.55,13.09,20.798,sessao2,B
1.56,12.5,20.74,sessao2,B
1.57,13.229,20.774,sessao2,B
1.58,12.113,20.793,sessao2,B
1.59,13.58,20.668,sessao2,B
1.6,12.009,20.584,sessao2,B
1.61,13.888,20.609,sessao2,B
1.62,13.339,20.579,sessao2,B
1.63,13.429,20.579,sessao2,B
1.64,12.947,20.544,sessao2,B
1.65,12.466,20.421,sessao2,B
1.66,13.625,20.376,sessao2,B
1.67,13.183,20.457,sessao2,B
1.68,13.627,20.429,sessao2,B
1.69,12.698,20.219,sessao2,B
1.7,12.293,20.251,sessao2,B
1.71,12.163,20.35,sessao2,B
1.72,12.817,20.193,sessao2,B
1.73,12.694,20.281,sessao2,B
1.74,12.896,20.21,sessao2,B
1.75,12.572,20.167,sessao2,B
1.76,12.2,20.163,sessao2,B
1.77,12.917,20.121,sessao2,B
1.78,12.824,20.051,sessao2,B
1.79,12.853,20.078,sessao2,B
1.8,12.09,20.015,sessao2,B
1.81,13.17,20.033,sessao2,B
1.82,12.523,20.007,sessao2,B
1.83,12.087,19.99,sessao2,B
1.84,13.174,19.83,sessao2,B
1.85,12.31,19.889,sessao2,B
1.86,13.555,19.837,sessao2,B
1.87,11.957,19.763,sessao2,B
1.88,11.749,19.781,sessao2,B
1.89,12.652,19.749,sessao2,B
1.9,12.868,19.767,sessao2,B
1.91,12.131,19.749,sessao2,B
1.92,11.937,19.738,sessao2,B
1.93,12.779,19.687,sessao2,B
1.94,11.625,19.692,sessao2,B
1.95,12.841,19.649,sessao2,B
1.96,11.951,19.674,sessao2,B
1.97,13.328,19.547,sessao2,B
1.98,11.567,19.494,sessao2,B
1.99,12.545,19.478,sessao2,B
2.0,12.495,19.501,sessao2,B
2.01,12.354,19.492,sessao2,B
2.02,12.54,19.454,sessao2,B
2.03,12.909,19.418,sessao2,B
2.04,13.049,19.443,sessao2,B
2.05,12.519,19.329,sessao2,B
2.06,12.904,19.199,sessao2,B
2.07,13.198,19.294,sessao2,B
2.08,13.096,19.292,sessao2,B
2.09,12.975,19.232,sessao2,B
2.1,12.616,19.2,sessao2,B
2.11,13.097,19.205,sessao2,B
2.12,12.533,19.076,sessao2,B
2.13,12.668,19.205,sessao2,B
2.14,13.095,19.143,sessao2,B
2.15,12.935,19.086,sessao2,B
2.16,13.672,19.079,sessao2,B
2.17,13.779,18.991,sessao2,B
2.18,13.134,19.062,sessao2,B
2.19,12.94,19.038,sessao2,B
2.2,13.152,18.945,sessao2,B
2.21,13.042,18.894,sessao2,B
2.22,12.648,18.961,sessao2,B
2.23,14.378,18.89,sessao2,B
2.24,13.92,18.823,sessao2,B
2.25,13.653,18.796,sessao2,B
2.26,13.82,18.77,sessao2,B
2.27,13.473,18.707,sessao2,B
2.28,13.302,18.765,sessao2,B
2.29,14.741,18.587,sessao2,B
2.3,14.094,18.645,sessao2,B
2.31,13.983,18.757,sessao2,B
2.32,13.972,18.647,sessao2,B
2.33,13.405,18.654,sessao2,B
2.34,14.712,18.582,sessao2,B
2.35,15.172,18.531,sessao2,B
2.36,14.719,18.548,sessao2,B
2.37,13.454,18.509,sessao2,B
2.38,14.047,18.506,sessao2,B
2.39,14.715,18.428,sessao2,B
2.4,13.91,18.493,sessao2,B
2.41,15.219,18.401,sessao2,B
2.42,15.558,18.412,sessao2,B
2.43,14.583,18.298,sessao2,B
2.44,16.0,18.277,sessao2,B
2.45,15.0,18.306,sessao2,B
2.46,14.879,18.344,sessao2,B
2.47,14.352,18.383,sessao2,B
2.48,14.241,18.258,sessao2,B
2.49,15.063,18.246,sessao2,B
2.5,15.369,18.144,sessao2,B
2.51,15.373,18.188,sessao2,B
2.52,15.2,18.177,sessao2,B
2.53,15.362,18.126,sessao2,B
2.54,15.195,18.088,sessao2,B
2.55,15.221,18.045,sessao2,B
2.56,15.104,18.116,sessao2,B
2.57,15.052,18.034,sessao2,B
2.58,15.042,18.026,sessao2,B
2.59,16.421,17.966,sessao2,B
2.6,15.141,17.9,sessao2,B
2.61,15.486,17.924,sessao2,B
2.62,15.86,17.899,sessao2,B
2.63,14.635,17.913,sessao2,B
2.64,17.096,17.828,sessao2,B
2.65,14.867,17.819,sessao2,B
2.66,15.625,17.871,sessao2,B
2.67,15.743,17.838,sessao2,B
2.68,15.318,17.806,sessao2,B
2.69,16.04,17.745,sessao2,B
2.7,16.33,17.681,sessao2,B
2.71,15.94,17.729,sessao2,B
2.72,15.686,17.653,sessao2,B
2.73,16.752,17.618,sessao2,B
2.74,16.942,17.656,sessao2,B
2.75,16.942,17.648,sessao2,B
2.76,15.973,17.558,sessao2,B
2.77,16.838,17.604,sessao2,B
2.78,16.627,17.592,sessao2,B
2.79,17.184,17.536,sessao2,B
2.8,16.925,17.449,sessao2,B
2.81,17.094,17.486,sessao2,B
2.82,16.626,17.397,sessao2,B
2.83,15.845,17.462,sessao2,B
2.84,17.136,17.487,sessao2,B
2.85,16.96,17.446,sessao2,B
2.86,17.232,17.479,sessao2,B
2.87,16.797,17.388,sessao2,B
2.88,18.26,17.346,sessao2,B
2.89,16.295,17.36,sessao2,B
2.9,16.634,17.343,sessao2,B
2.91,17.375,17.317,sessao2,B
2.92,17.98,17.238,sessao2,B
2.93,17.097,17.202,sessao2,B
2.94,16.37,17.206,sessao2,B
2.95,16.527,17.246,sessao2,B
2.96,17.892,17.107,sessao2,B
2.97,17.444,17.133,sessao2,B
2.98,17.281,17.16,sessao2,B
2.99,16.395,17.034,sessao2,B
3.0,16.501,17.041,sessao2,B
3.01,17.776,17.12,sessao2,B
3.02,17.621,17.102,sessao2,B
3.03,17.61,17.003,sessao2,B
3.04,17.554,17.051,sessao2,B
3.05,16.223,16.949,sessao2,B
3.06,17.046,17.036,sessao2,B
3.07,18.66,16.893,sessao2,B
3.08,17.761,16.983,sessao2,B
3.09,17.753,16.986,sessao2,B
3.1,16.491,16.913,sessao2,B
3.11,17.127,16.864,sessao2,B
3.12,17.325,16.81,sessao2,B
3.13,17.79,16.944,sessao2,B
3.14,17.315,16.846,sessao2,B
3.15,16.849,16.797,sessao2,B
3.16,17.445,16.763,sessao2,B
3.17,18.198,16.786,sessao2,B
3.18,17.822,16.831,sessao2,B
3.19,17.082,16.765,sessao2,B
3.2,17.327,16.711,sessao2,B
3.21,16.934,16.704,sessao2,B
3.22,17.146,16.707,sessao2,B
3.23,18.019,16.661,sessao2,B
3.24,16.823,16.63,sessao2,B
3.25,17.394,16.682,sessao2,B
3.26,18.094,16.618,sessao2,B
3.27,17.421,16.635,sessao2,B
3.28,17.317,16.639,sessao2,B
3.29,17.396,16.483,sessao2,B
3.3,17.818,16.581,sessao2,B
3.31,16.733,16.59,sessao2,B
3.32,17.827,16.503,sessao2,B
3.33,16.856,16.458,sessao2,B
3.34,16.537,16.374,sessao2,B
3.35,16.785,16.365,sessao2,B
3.36,16.943,16.41,sessao2,B
3.37,17.655,16.43,sessao2,B
3.38,15.502,16.329,sessao2,B
3.39,16.547,16.325,sessao2,B
3.4,16.226,16.346,sessao2,B
3.41,17.473,16.282,sessao2,B
3.42,16.39,16.284,sessao2,B
3.43,17.541,16.324,sessao2,B
3.44,17.542,16.156,sessao2,B
3.45,16.812,16.306,sessao2,B
3.46,16.765,16.175,sessao2,B
3.47,16.278,16.12,sessao2,B
3.48,17.061,16.262,sessao2,B
3.49,16.272,16.178,sessao2,B
3.5,16.498,16.178,sessao2,B
3.51,15.886,16.229,sessao2,B
3.52,17.017,16.163,sessao2,B
3.53,17.061,16.066,sessao2,B
3.54,15.871,16.049,sessao2,B
3.55,16.475,16.061,sessao2,B
3.56,17.11,16.028,sessao2,B
3.57,15.762,15.968,sessao2,B
3.58,15.705,16.05,sessao2,B
3.59,15.031,15.908,sessao2,B
3.6,15.639,16.027,sessao2,B
3.61,15.014,15.923,sessao2,B
3.62,15.375,15.98,sessao2,B
3.63,16.332,15.977,sessao2,B
3.64,15.913,15.94,sessao2,B
3.65,15.199,15.93,sessao2,B
3.66,15.74,15.867,sessao2,B
3.67,15.591,15.949,sessao2,B
3.68,15.96,15.789,sessao2,B
3.69,15.422,15.775,sessao2,B
3.7,15.839,15.78,sessao2,B
3.71,16.255,15.762,sessao2,B
3.72,15.563,15.803,sessao2,B
3.73,14.163,15.735,sessao2,B
3.74,15.867,15.689,sessao2,B
3.75,15.321,15.742,sessao2,B
3.76,15.302,15.768,sessao2,B
3.77,14.86,15.793,sessao2,B
3.78,14.965,15.651,sessao2,B
3.79,14.672,15.731,sessao2,B
3.8,14.763,15.625,sessao2,B
3.81,13.715,15.633,sessao2,B
3.82,14.128,15.713,sessao2,B
3.83,14.169,15.632,sessao2,B
3.84,14.066,15.612,sessao2,B
3.85,14.742,15.56,sessao2,B
3.86,15.28,15.531,sessao2,B
3.87,13.541,15.532,sessao2,B
3.88,14.033,15.488,sessao2,B
3.89,13.649,15.453,sessao2,B
3.9,14.053,15.58,sessao2,B
3.91,14.147,15.455,sessao2,B
3.92,14.395,15.458,sessao2,B
3.93,14.607,15.526,sessao2,B
3.94,12.975,15.382,sessao2,B
3.95,13.419,15.456,sessao2,B
3.96,14.028,15.471,sessao2,B
3.97,13.464,15.443,sessao2,B
3.98,14.056,15.387,sessao2,B
3.99,14.072,15.379,sessao2,B
4.0,12.74,15.374,sessao2,B
4.01,12.8,15.403,sessao2,B
4.02,13.041,15.374,sessao2,B
4.03,13.004,15.308,sessao2,B
4.04,12.567,15.264,sessao2,B
4.05,12.81,15.308,sessao2,B
4.06,11.748,15.212,sessao2,B
4.07,13.531,15.215,sessao2,B
4.08,12.725,15.213,sessao2,B
4.09,13.232,15.204,sessao2,B
4.1,12.518,15.201,sessao2,B
4.11,12.541,15.217,sessao2,B
4.12,12.431,15.184,sessao2,B
4.13,12.624,15.147,sessao2,B
4.14,13.089,15.144,sessao2,B
4.15,12.896,15.188,sessao2,B
4.16,12.726,15.096,sessao2,B
4.17,13.079,15.128,sessao2,B
4.18,11.678,15.049,sessao2,B
4.19,12.194,14.996,sessao2,B
4.2,13.606,15.118,sessao2,B
4.21,12.503,15.034,sessao2,B
4.22,12.786,15.045,sessao2,B
4.23,12.371,15.002,sessao2,B
4.24,12.213,15.017,sessao2,B
4.25,12.845,14.95,sessao2,B
4.26,12.386,14.935,sessao2,B
4.27,13.423,15.072,sessao2,B
4.28,11.86,14.979,sessao2,B
4.29,11.649,14.92,sessao2,B
4.3,13.231,14.945,sessao2,B
4.31,13.184,14.79,sessao2,B
4.32,12.864,14.839,sessao2,B
4.33,12.718,14.894,sessao2,B
4.34,13.296,14.895,sessao2,B
4.35,12.182,14.871,sessao2,B
4.36,12.376,14.844,sessao2,B
4.37,13.106,14.804,sessao2,B
4.38,12.68,14.717,sessao2,B
4.39,11.84,14.86,sessao2,B
4.4,11.355,14.682,sessao2,B
4.41,12.469,14.736,sessao2,B
4.42,12.106,14.728,sessao2,B
4.43,12.366,14.706,sessao2,B
4.44,12.855,14.807,sessao2,B
4.45,13.098,14.691,sessao2,B
4.46,12.791,14.641,sessao2,B
4.47,11.509,14.647,sessao2,B
4.48,12.555,14.595,sessao2,B
4.49,11.882,14.749,sessao2,B
4.5,12.655,14.69,sessao2,B
4.51,13.37,14.658,sessao2,B
4.52,12.22,14.628,sessao2,B
4.53,12.765,14.611,sessao2,B
4.54,13.041,14.595,sessao2,B
4.55,12.952,14.622,sessao2,B
4.56,12.794,14.679,sessao2,B
4.57,13.468,14.604,sessao2,B
4.58,13.016,14.447,sessao2,B
4.59,13.474,14.515,sessao2,B
4.6,13.445,14.512,sessao2,B
4.61,12.848,14.652,sessao2,B
4.62,12.654,14.532,sessao2,B
4.63,12.791,14.529,sessao2,B
4.64,12.876,14.45,sessao2,B
4.65,13.139,14.447,sessao2,B
4.66,12.059,14.391,sessao2,B
4.67,13.787,14.424,sessao2,B
4.68,12.458,14.366,sessao2,B
4.69,13.451,14.397,sessao2,B
4.7,13.024,14.353,sessao2,B
4.71,14.057,14.387,sessao2,B
4.72,13.825,14.418,sessao2,B
4.73,13.552,14.332,sessao2,B
4.74,13.565,14.341,sessao2,B
4.75,13.607,14.318,sessao2,B
4.76,13.62,14.302,sessao2,B
4.77,13.407,14.259,sessao2,B
4.78,13.937,14.297,sessao2,B
4.79,14.576,14.315,sessao2,B
4.8,13.954,14.27,sessao2,B
4.81,12.808,14.302,sessao2,B
4.82,14.064,14.202,sessao2,B
4.83,12.303,14.277,sessao2,B
4.84,13.54,14.206,sessao2,B
4.85,15.083,14.296,sessao2,B
4.86,14.964,14.229,sessao2,B
4.87,13.843,14.202,sessao2,B
4.88,13.722,14.258,sessao2,B
4.89,13.71,14.126,sessao2,B
4.9,14.332,14.188,sessao2,B
4.91,14.174,14.186,sessao2,B
4.92,14.845,14.078,sessao2,B
4.93,13.856,14.128,sessao2,B
4.94,14.543,14.074,sessao2,B
4.95,15.351,14.164,sessao2,B
4.96,14.692,14.084,sessao2,B
4.97,15.185,14.074,sessao2,B
4.98,14.768,14.033,sessao2,B
4.99,14.623,14.029,sessao2,B
5.0,15.024,14.041,sessao2,B
5.01,19.82,14.02,sessao2,B
5.02,20.121,14.166,sessao2,B
5.03,22.152,14.083,sessao2,B
5.04,22.271,14.016,sessao2,B
5.05,23.339,14.073,sessao2,B
5.06,23.963,14.12,sessao2,B
5.07,24.834,14.111,sessao2,B
5.08,23.8,14.092,sessao2,B
5.09,24.557,14.122,sessao2,B
5.1,24.007,14.059,sessao2,B
5.11,24.154,14.19,sessao2,B
5.12,23.722,14.207,sessao2,B
5.13,23.734,14.206,sessao2,B
5.14,22.01,14.278,sessao2,B
5.15,20.56,14.232,sessao2,B
5.16,18.993,14.335,sessao2,B
5.17,18.223,14.26,sessao2,B
5.18,18.143,14.271,sessao2,B
5.19,17.23,14.339,sessao2,B
5.2,15.506,14.374,sessao2,B
5.21,14.986,14.431,sessao2,B
5.22,14.556,14.439,sessao2,B
5.23,13.843,14.382,sessao2,B
5.24,14.168,14.454,sessao2,B
5.25,13.153,14.49,sessao2,B
5.26,13.025,14.46,sessao2,B
5.27,13.748,14.503,sessao2,B
5.28,15.441,14.529,sessao2,B
5.29,15.179,14.54,sessao2,B
5.3,16.193,14.633,sessao2,B
5.31,18.138,14.626,sessao2,B
5.32,18.129,14.604,sessao2,B
5.33,19.941,14.629,sessao2,B
5.34,19.904,14.717,sessao2,B
5.35,22.24,14.719,sessao2,B
5.36,22.874,14.713,sessao2,B
5.37,23.572,14.782,sessao2,B
5.38,24.559,14.863,sessao2,B
5.39,25.208,14.877,sessao2,B
5.4,25.737,14.946,sessao2,B
5.41,26.344,14.895,sessao2,B
5.42,26.38,14.872,sessao2,B
5.43,26.624,15.033,sessao2,B
5.44,26.488,15.007,sessao2,B
5.45,25.53,15.078,sessao2,B
5.46,25.522,15.125,sessao2,B
5.47,23.175,15.086,sessao2,B
5.48,23.476,15.178,sessao2,B
5.49,21.989,15.363,sessao2,B
5.5,20.53,15.361,sessao2,B
5.51,19.02,15.392,sessao2,B
5.52,18.247,15.468,sessao2,B
5.53,18.0,15.42,sessao2,B
5.54,16.701,15.479,sessao2,B
5.55,15.171,15.537,sessao2,B
5.56,14.999,15.669,sessao2,B
5.57,15.074,15.666,sessao2,B
5.58,15.959,15.735,sessao2,B
5.59,14.17,15.799,sessao2,B
5.6,15.788,15.935,sessao2,B
5.61,15.229,16.022,sessao2,B
5.62,15.835,15.949,sessao2,B
5.63,16.212,16.057,sessao2,B
5.64,17.746,16.156,sessao2,B
5.65,18.553,16.258,sessao2,B
5.66,18.782,16.246,sessao2,B
5.67,21.385,16.3,sessao2,B
5.68,20.879,16.458,sessao2,B
5.69,22.706,16.606,sessao2,B
5.7,23.242,16.692,sessao2,B
5.71,24.661,16.74,sessao2,B
5.72,25.446,16.799,sessao2,B
5.73,26.106,16.907,sessao2,B
5.74,27.321,17.076,sessao2,B
5.75,26.665,17.133,sessao2,B
5.76,26.363,17.19,sessao2,B
5.77,25.687,17.266,sessao2,B
5.78,25.09,17.433,sessao2,B
5.79,25.223,17.63,sessao2,B
5.8,23.767,17.684,sessao2,B
5.81,22.644,17.832,sessao2,B
5.82,21.871,17.901,sessao2,B
5.83,20.566,18.034,sessao2,B
5.84,19.763,18.179,sessao2,B
5.85,19.029,18.254,sessao2,B
5.86,17.604,18.522,sessao2,B
5.87,16.126,18.628,sessao2,B
5.88,15.732,18.726,sessao2,B
5.89,14.619,18.974,sessao2,B
5.9,13.981,19.16,sessao2,B
5.91,13.411,19.265,sessao2,B
5.92,14.411,19.368,sessao2,B
5.93,13.842,19.589,sessao2,B
5.94,14.851,19.772,sessao2,B
5.95,14.538,19.984,sessao2,B
5.96,15.643,20.078,sessao2,B
5.97,16.546,20.284,sessao2,B
5.98,18.167,20.582,sessao2,B
5.99,19.386,20.773,sessao2,B
6.0,19.039,20.992,sessao2,B
6.01,20.898,21.132,sessao2,B
6.02,22.371,21.37,sessao2,B
6.03,21.939,21.652,sessao2,B
6.04,23.328,21.821,sessao2,B
6.05,23.952,22.069,sessao2,B
6.06,24.53,22.349,sessao2,B
6.07,24.853,22.628,sessao2,B
6.08,24.463,22.858,sessao2,B
6.09,24.946,23.177,sessao2,B
6.1,25.406,23.426,sessao2,B
6.11,24.045,23.66,sessao2,B
6.12,23.078,23.954,sessao2,B
6.13,23.515,24.352,sessao2,B
6.14,22.531,24.56,sessao2,B
6.15,20.876,24.936,sessao2,B
6.16,19.602,25.325,sessao2,B
6.17,17.399,25.742,sessao2,B
6.18,17.163,26.055,sessao2,B
6.19,15.76,26.416,sessao2,B
6.2,14.801,26.776,sessao2,B
6.21,14.285,27.056,sessao2,B
6.22,13.632,27.562,sessao2,B
6.23,11.67,27.939,sessao2,B
6.24,13.228,28.405,sessao2,B
6.25,11.623,28.829,sessao2,B
6.26,12.053,29.297,sessao2,B
6.27,12.222,29.646,sessao2,B
6.28,12.614,30.309,sessao2,B
6.29,13.199,30.714,sessao2,B
6.3,13.897,31.262,sessao2,B
6.31,14.776,31.843,sessao2,B
6.32,17.435,32.306,sessao2,B
6.33,17.857,32.869,sessao2,B
6.34,18.328,33.489,sessao2,B
6.35,19.969,34.029,sessao2,B
6.36,21.209,34.682,sessao2,B
6.37,21.358,35.37,sessao2,B
6.38,21.693,35.918,sessao2,B
6.39,23.411,36.626,sessao2,B
6.4,21.753,37.254,sessao2,B
6.41,23.22,38.034,sessao2,B
6.42,23.132,38.759,sessao2,B
6.43,22.83,39.476,sessao2,B
6.44,22.622,40.354,sessao2,B
6.45,21.127,41.088,sessao2,B
6.46,21.157,41.91,sessao2,B
6.47,19.626,42.712,sessao2,B
6.48,18.298,43.576,sessao2,B
6.49,17.629,44.441,sessao2,B
6.5,16.464,45.5,sessao2,B
6.51,14.862,46.441,sessao2,B
6.52,14.861,47.367,sessao2,B
6.53,13.389,48.38,sessao2,B
6.54,12.148,49.321,sessao2,B
6.55,11.002,50.512,sessao2,B
6.56,11.007,51.741,sessao2,B
6.57,10.162,52.704,sessao2,B
6.58,10.017,53.912,sessao2,B
6.59,9.767,55.064,sessao2,B
6.6,10.475,56.416,sessao2,B
6.61,10.559,57.714,sessao2,B
6.62,10.628,58.964,sessao2,B
6.63,12.039,60.311,sessao2,B
6.64,13.35,61.683,sessao2,B
6.65,13.329,63.192,sessao2,B
6.66,14.706,64.647,sessao2,B
6.67,16.535,66.166,sessao2,B
6.68,16.624,67.779,sessao2,B
6.69,18.324,69.391,sessao2,B
6.7,19.219,71.014,sessao2,B
6.71,20.389,72.731,sessao2,B
6.72,19.725,74.51,sessao2,B
6.73,20.895,76.371,sessao2,B
6.74,21.841,78.329,sessao2,B
6.75,21.756,80.192,sessao2,B
6.76,20.778,82.267,sessao2,B
6.77,21.417,84.314,sessao2,B
6.78,20.998,86.373,sessao2,B
6.79,20.393,88.591,sessao2,B
6.8,19.55,90.757,sessao2,B
6.81,18.089,93.091,sessao2,B
6.82,16.858,95.505,sessao2,B
6.83,16.198,97.988,sessao2,B
6.84,14.561,100.473,sessao2,B
6.85,13.894,103.051,sessao2,B
6.86,11.983,105.764,sessao2,B
6.87,12.206,108.501,sessao2,B
6.88,10.201,111.361,sessao2,B
6.89,10.885,114.339,sessao2,B
6.9,10.095,117.385,sessao2,B
6.91,9.529,120.496,sessao2,B
6.92,9.225,123.642,sessao2,B
6.93,10.055,126.915,sessao2,B
6.94,10.333,130.31,sessao2,B
6.95,10.29,133.846,sessao2,B
6.96,11.462,137.37,sessao2,B
6.97,12.367,141.127,sessao2,B
6.98,13.176,145.03,sessao2,B
6.99,14.413,148.893,sessao2,B
7.0,15.966,152.932,sessao2,B
7.01,16.705,157.107,sessao2,B
7.02,17.62,161.373,sessao2,B
7.03,18.456,165.872,sessao2,B
7.04,18.953,170.445,sessao2,B
7.05,20.311,175.051,sessao2,B
7.06,21.153,180.025,sessao2,B
7.07,21.371,184.952,sessao2,B
7.08,22.712,190.187,sessao2,B
7.09,22.923,195.283,sessao2,B
7.1,20.87,200.817,sessao2,B
7.11,20.866,206.444,sessao2,B
7.12,20.351,212.247,sessao2,B
7.13,20.191,218.177,sessao2,B
7.14,19.129,224.355,sessao2,B
7.15,17.947,230.71,sessao2,B
7.16,17.716,237.227,sessao2,B
7.17,16.236,243.81,sessao2,B
7.18,15.601,250.855,sessao2,B
7.19,13.246,257.903,sessao2,B
7.2,13.339,265.289,sessao2,B
7.21,11.99,272.851,sessao2,B
7.22,11.688,280.632,sessao2,B
7.23,10.081,288.64,sessao2,B
7.24,10.23,296.966,sessao2,B
7.25,10.809,305.329,sessao2,B
7.26,10.234,314.084,sessao2,B
7.27,10.241,323.008,sessao2,B
7.28,11.14,332.266,sessao2,B
7.29,11.811,341.894,sessao2,B
7.3,14.172,351.81,sessao2,B
7.31,15.154,361.896,sessao2,B
7.32,15.485,372.399,sessao2,B
7.33,16.865,383.147,sessao2,B
