timestamp,I_A,T_pneu,session_id,driver_id
1.23,17.211,21.501,sessao3,C
1.24,17.318,21.498,sessao3,C
1.25,16.95,21.529,sessao3,C
1.26,17.464,21.42,sessao3,C
1.27,15.121,21.404,sessao3,C
1.28,16.68,21.308,sessao3,C
1.29,16.906,21.254,sessao3,C
1.3,15.969,21.293,sessao3,C
1.31,15.46,21.246,sessao3,C
1.32,17.187,21.288,sessao3,C
1.33,17.855,21.159,sessao3,C
1.34,16.698,21.192,sessao3,C
1.35,16.768,21.062,sessao3,C
1.36,17.075,21.033,sessao3,C
1.37,17.727,20.952,sessao3,C
1.38,18.105,20.976,sessao3,C
1.39,15.682,20.928,sessao3,C
1.4,17.925,20.865,sessao3,C
1.41,16.686,20.811,sessao3,C
1.42,17.826,20.786,sessao3,C
1.43,18.225,20.727,sessao3,C
1.44,17.707,20.717,sessao3,C
1.45,18.658,20.757,sessao3,C
1.46,18.778,20.7,sessao3,C
1.47,17.778,20.581,sessao3,C
1.48,16.964,20.566,sessao3,C
1.49,19.731,20.601,sessao3,C
1.5,19.134,20.52,sessao3,C
1.51,18.183,20.477,sessao3,C
1.52,18.904,20.479,sessao3,C
1.53,18.03,20.362,sessao3,C
1.54,18.881,20.298,sessao3,C
1.55,18.885,20.338,sessao3,C
1.56,19.203,20.236,sessao3,C
1.57,18.489,20.302,sessao3,C
1.58,20.464,20.158,sessao3,C
1.59,19.077,20.167,sessao3,C
1.6,18.582,20.155,sessao3,C
1.61,18.523,20.092,sessao3,C
1.62,19.222,20.082,sessao3,C
1.63,18.333,20.179,sessao3,C
1.64,19.28,19.99,sessao3,C
1.65,19.196,19.97,sessao3,C
1.66,20.098,19.944,sessao3,C
1.67,19.632,19.875,sessao3,C
1.68,19.86,19.924,sessao3,C
1.69,20.511,19.775,sessao3,C
1.7,20.301,19.763,sessao3,C
1.71,22.198,19.784,sessao3,C
1.72,21.102,19.783,sessao3,C
1.73,21.432,19.694,sessao3,C
1.74,20.58,19.637,sessao3,C
1.75,21.316,19.586,sessao3,C
1.76,20.471,19.671,sessao3,C
1.77,21.814,19.507,sessao3,C
1.78,21.544,19.502,sessao3,C
1.79,20.378,19.472,sessao3,C
1.8,20.286,19.54,sessao3,C
1.81,21.441,19.437,sessao3,C
1.82,22.469,19.396,sessao3,C
1.83,20.388,19.236,sessao3,C
1.84,22.945,19.267,sessao3,C
1.85,22.32,19.18,sessao3,C
1.86,21.199,19.164,sessao3,C
1.87,22.595,19.311,sessao3,C
1.88,21.691,19.075,sessao3,C
1.89,21.831,19.175,sessao3,C
1.9,22.072,19.128,sessao3,C
1.91,22.363,19.06,sessao3,C
1.92,21.839,19.059,sessao3,C
1.93,24.024,18.95,sessao3,C
1.94,22.217,18.945,sessao3,C
1.95,23.281,18.99,sessao3,C
1.96,23.245,18.827,sessao3,C
1.97,22.421,18.844,sessao3,C
1.98,23.112,18.901,sessao3,C
1.99,21.915,18.808,sessao3,C
2.0,23.507,18.666,sessao3,C
2.01,21.961,18.739,sessao3,C
2.02,22.59,18.668,sessao3,C
2.03,22.411,18.576,sessao3,C
2.04,23.519,18.656,sessao3,C
2.05,21.628,18.585,sessao3,C
2.06,23.743,18.533,sessao3,C
2.07,22.936,18.56,sessao3,C
2.08,21.845,18.433,sessao3,C
2.09,20.983,18.483,sessao3,C
2.1,23.126,18.482,sessao3,C
2.11,23.13,18.344,sessao3,C
2.12,22.936,18.366,sessao3,C
2.13,23.439,18.258,sessao3,C
2.14,23.392,18.337,sessao3,C
2.15,22.214,18.276,sessao3,C
2.16,24.575,18.229,sessao3,C
2.17,22.213,18.162,sessao3,C
2.18,22.583,18.148,sessao3,C
2.19,21.886,18.113,sessao3,C
2.2,21.113,18.008,sessao3,C
2.21,24.019,18.002,sessao3,C
2.22,23.886,18.041,sessao3,C
2.23,22.018,18.056,sessao3,C
2.24,23.025,17.972,sessao3,C
2.25,22.109,17.855,sessao3,C
2.26,22.671,17.879,sessao3,C
2.27,21.454,17.872,sessao3,C
2.28,21.736,17.771,sessao3,C
2.29,21.213,17.769,sessao3,C
2.3,21.967,17.764,sessao3,C
2.31,23.033,17.688,sessao3,C
2.32,22.062,17.709,sessao3,C
2.33,22.453,17.665,sessao3,C
2.34,21.147,17.727,sessao3,C
2.35,21.049,17.736,sessao3,C
2.36,20.312,17.593,sessao3,C
2.37,22.372,17.588,sessao3,C
2.38,20.948,17.622,sessao3,C
2.39,21.12,17.487,sessao3,C
2.4,20.091,17.495,sessao3,C
2.41,20.681,17.456,sessao3,C
2.42,20.565,17.437,sessao3,C
2.43,21.862,17.375,sessao3,C
2.44,20.856,17.395,sessao3,C
2.45,20.185,17.292,sessao3,C
2.46,19.984,17.207,sessao3,C
2.47,20.469,17.214,sessao3,C
2.48,20.223,17.212,sessao3,C
2.49,20.702,17.233,sessao3,C
2.5,20.331,17.098,sessao3,C
2.51,19.474,17.223,sessao3,C
2.52,19.682,17.19,sessao3,C
2.53,19.757,17.045,sessao3,C
2.54,19.93,17.118,sessao3,C
2.55,18.721,17.025,sessao3,C
2.56,19.434,17.055,sessao3,C
2.57,17.805,16.948,sessao3,C
2.58,19.985,16.861,sessao3,C
2.59,19.33,16.921,sessao3,C
2.6,18.994,16.906,sessao3,C
2.61,18.735,16.754,sessao3,C
2.62,18.962,16.902,sessao3,C
2.63,18.679,16.707,sessao3,C
2.64,19.096,16.741,sessao3,C
2.65,20.153,16.729,sessao3,C
2.66,19.631,16.77,sessao3,C
2.67,17.626,16.658,sessao3,C
2.68,18.186,16.61,sessao3,C
2.69,17.966,16.556,sessao3,C
2.7,18.014,16.543,sessao3,C
2.71,18.041,16.436,sessao3,C
2.72,16.871,16.525,sessao3,C
2.73,17.715,16.44,sessao3,C
2.74,18.929,16.445,sessao3,C
2.75,17.106,16.449,sessao3,C
2.76,18.126,16.375,sessao3,C
2.77,17.713,16.31,sessao3,C
2.78,17.905,16.365,sessao3,C
2.79,18.086,16.232,sessao3,C
2.8,18.217,16.107,sessao3,C
2.81,17.909,16.273,sessao3,C
2.82,16.749,16.182,sessao3,C
2.83,16.774,16.181,sessao3,C
2.84,16.405,16.185,sessao3,C
2.85,16.094,16.084,sessao3,C
2.86,17.524,16.032,sessao3,C
2.87,15.255,16.129,sessao3,C
2.88,16.957,16.053,sessao3,C
2.89,17.241,16.049,sessao3,C
2.9,16.348,16.029,sessao3,C
2.91,18.819,16.031,sessao3,C
2.92,17.45,15.901,sessao3,C
2.93,17.82,15.967,sessao3,C
2.94,17.11,15.877,sessao3,C
2.95,17.283,15.811,sessao3,C
2.96,17.682,15.81,sessao3,C
2.97,17.58,15.772,sessao3,C
2.98,18.649,15.809,sessao3,C
2.99,16.279,15.693,sessao3,C
3.0,16.318,15.794,sessao3,C
3.01,17.575,15.714,sessao3,C
3.02,17.753,15.564,sessao3,C
3.03,18.15,15.596,sessao3,C
3.04,17.143,15.581,sessao3,C
3.05,17.958,15.497,sessao3,C
3.06,17.808,15.525,sessao3,C
3.07,18.433,15.535,sessao3,C
3.08,17.08,15.459,sessao3,C
3.09,17.931,15.427,sessao3,C
3.1,17.984,15.515,sessao3,C
3.11,18.42,15.428,sessao3,C
3.12,17.543,15.303,sessao3,C
3.13,18.317,15.324,sessao3,C
3.14,18.277,15.379,sessao3,C
3.15,16.777,15.367,sessao3,C
3.16,18.418,15.268,sessao3,C
3.17,18.029,15.296,sessao3,C
3.18,18.336,15.2,sessao3,C
3.19,19.221,15.158,sessao3,C
3.2,18.217,15.159,sessao3,C
3.21,18.318,15.155,sessao3,C
3.22,17.736,15.159,sessao3,C
3.23,18.668,15.059,sessao3,C
3.24,20.156,15.042,sessao3,C
3.25,19.238,14.977,sessao3,C
3.26,18.742,15.016,sessao3,C
3.27,20.148,15.025,sessao3,C
3.28,19.004,14.923,sessao3,C
3.29,20.013,14.924,sessao3,C
3.3,20.545,14.911,sessao3,C
3.31,20.319,14.859,sessao3,C
3.32,19.336,14.768,sessao3,C
3.33,19.519,14.8,sessao3,C
3.34,19.837,14.776,sessao3,C
3.35,20.262,14.787,sessao3,C
3.36,19.854,14.827,sessao3,C
3.37,20.131,14.738,sessao3,C
3.38,20.832,14.634,sessao3,C
3.39,20.735,14.758,sessao3,C
3.4,19.788,14.626,sessao3,C
3.41,20.379,14.628,sessao3,C
3.42,21.158,14.623,sessao3,C
3.43,20.757,14.611,sessao3,C
3.44,20.894,14.541,sessao3,C
3.45,20.929,14.558,sessao3,C
3.46,22.071,14.513,sessao3,C
3.47,22.75,14.474,sessao3,C
3.48,21.234,14.42,sessao3,C
3.49,21.713,14.364,sessao3,C
3.5,22.0,14.373,sessao3,C
3.51,22.822,14.28,sessao3,C
3.52,20.252,14.371,sessao3,C
3.53,22.08,14.354,sessao3,C
3.54,22.826,14.285,sessao3,C
3.55,22.626,14.338,sessao3,C
3.56,23.14,14.187,sessao3,C
3.57,24.228,14.288,sessao3,C
3.58,23.664,14.253,sessao3,C
3.59,23.817,14.266,sessao3,C
3.6,22.95,14.084,sessao3,C
3.61,23.512,14.096,sessao3,C
3.62,22.061,14.039,sessao3,C
3.63,22.46,14.111,sessao3,C
3.64,22.706,14.019,sessao3,C
3.65,23.38,13.974,sessao3,C
3.66,22.371,14.032,sessao3,C
3.67,22.754,13.948,sessao3,C
3.68,22.281,14.026,sessao3,C
3.69,22.997,13.923,sessao3,C
3.7,23.588,13.849,sessao3,C
3.71,21.431,13.881,sessao3,C
3.72,23.432,13.868,sessao3,C
3.73,24.403,13.883,sessao3,C
3.74,22.923,13.831,sessao3,C
3.75,24.296,13.808,sessao3,C
3.76,23.087,13.796,sessao3,C
3.77,23.341,13.697,sessao3,C
3.78,22.501,13.718,sessao3,C
3.79,23.175,13.7,sessao3,C
3.8,24.031,13.706,sessao3,C
3.81,22.954,13.636,sessao3,C
3.82,22.901,13.613,sessao3,C
3.83,22.046,13.615,sessao3,C
3.84,23.401,13.57,sessao3,C
3.85,22.849,13.556,sessao3,C
3.86,23.558,13.595,sessao3,C
3.87,22.361,13.504,sessao3,C
3.88,22.489,13.558,sessao3,C
3.89,20.595,13.512,sessao3,C
3.9,24.149,13.46,sessao3,C
3.91,20.696,13.456,sessao3,C
3.92,21.815,13.352,sessao3,C
3.93,21.441,13.306,sessao3,C
3.94,21.795,13.313,sessao3,C
3.95,22.767,13.368,sessao3,C
3.96,21.844,13.322,sessao3,C
3.97,22.789,13.336,sessao3,C
3.98,20.978,13.268,sessao3,C
3.99,20.717,13.331,sessao3,C
4.0,21.182,13.232,sessao3,C
4.01,28.088,12.895,sessao3,C
4.02,28.76,12.652,sessao3,C
4.03,31.14,12.321,sessao3,C
4.04,33.867,11.913,sessao3,C
4.05,35.19,11.676,sessao3,C
4.06,36.006,11.262,sessao3,C
4.07,35.952,10.861,sessao3,C
4.08,36.993,10.51,sessao3,C
4.09,35.847,9.968,sessao3,C
4.1,34.141,9.586,sessao3,C
4.11,35.138,9.19,sessao3,C
4.12,33.109,8.704,sessao3,C
4.13,30.964,8.152,sessao3,C
4.14,30.574,7.569,sessao3,C
4.15,29.895,7.035,sessao3,C
4.16,26.205,6.406,sessao3,C
4.17,24.669,5.825,sessao3,C
4.18,21.82,5.053,sessao3,C
4.19,21.319,4.36,sessao3,C
4.2,19.245,3.709,sessao3,C
4.21,17.317,2.94,sessao3,C
4.22,15.565,2.123,sessao3,C
4.23,15.301,1.342,sessao3,C
4.24,15.407,0.394,sessao3,C
4.25,14.84,-0.542,sessao3,C
4.26,14.358,-1.585,sessao3,C
4.27,14.508,-2.651,sessao3,C
4.28,14.214,-3.65,sessao3,C
4.29,17.489,-4.747,sessao3,C
4.3,17.225,-5.839,sessao3,C
4.31,18.007,-7.179,sessao3,C
4.32,19.935,-8.486,sessao3,C
4.33,21.123,-9.88,sessao3,C
4.34,25.412,-11.426,sessao3,C
4.35,27.245,-12.834,sessao3,C
4.36,27.919,-14.389,sessao3,C
4.37,30.345,-16.101,sessao3,C
4.38,29.933,-17.904,sessao3,C
4.39,31.908,-19.707,sessao3,C
4.4,32.055,-21.639,sessao3,C
4.41,31.37,-23.77,sessao3,C
4.42,33.401,-25.836,sessao3,C
4.43,31.427,-28.162,sessao3,C
4.44,30.35,-30.479,sessao3,C
4.45,30.09,-32.83,sessao3,C
4.46,28.285,-35.402,sessao3,C
4.47,27.169,-38.231,sessao3,C
4.48,27.426,-41.112,sessao3,C
4.49,23.717,-44.064,sessao3,C
4.5,22.923,-47.26,sessao3,C
4.51,20.238,-50.54,sessao3,C
4.52,18.029,-54.047,sessao3,C
4.53,15.816,-57.57,sessao3,C
4.54,14.24,-61.459,sessao3,C
4.55,15.029,-65.593,sessao3,C
4.56,13.63,-69.738,sessao3,C
4.57,13.721,-74.197,sessao3,C
4.58,10.732,-78.895,sessao3,C
4.59,12.728,-83.846,sessao3,C
4.6,12.686,-88.926,sessao3,C
4.61,13.138,-94.316,sessao3,C
4.62,15.57,-99.992,sessao3,C
4.63,15.239,-105.939,sessao3,C
4.64,16.704,-112.103,sessao3,C
4.65,18.755,-118.727,sessao3,C
4.66,20.361,-125.561,sessao3,C
4.67,22.959,-132.716,sessao3,C
4.68,23.884,-140.352,sessao3,C
4.69,25.636,-148.383,sessao3,C
4.7,28.458,-156.727,sessao3,C
4.71,27.534,-165.542,sessao3,C
4.72,32.69,-174.728,sessao3,C
4.73,31.225,-184.444,sessao3,C
4.74,32.41,-194.673,sessao3,C
4.75,31.982,-205.22,sessao3,C
4.76,33.508,-216.535,sessao3,C
4.77,31.981,-228.188,sessao3,C
4.78,31.499,-240.609,sessao3,C
4.79,30.884,-253.604,sessao3,C
4.8,30.047,-267.323,sessao3,C
4.81,27.076,-281.542,sessao3,C
4.82,25.571,-296.539,sessao3,C
4.83,24.288,-312.312,sessao3,C
4.84,21.584,-328.908,sessao3,C
4.85,20.842,-346.38,sessao3,C
4.86,18.748,-364.57,sessao3,C
4.87,17.919,-383.883,sessao3,C
4.88,16.568,-403.927,sessao3,C
4.89,15.672,-425.059,sessao3,C
4.9,14.237,-447.255,sessao3,C
4.91,14.107,-470.615,sessao3,C
4.92,14.143,-495.155,sessao3,C
4.93,13.529,-520.811,sessao3,C
4.94,15.999,-547.869,sessao3,C
4.95,16.696,-576.115,sessao3,C
4.96,17.758,-605.873,sessao3,C
4.97,19.126,-637.094,sessao3,C
4.98,20.347,-669.98,sessao3,C
4.99,23.558,-704.371,sessao3,C
5.0,25.661,-740.596,sessao3,C
5.01,26.643,-778.479,sessao3,C
5.02,28.52,-818.405,sessao3,C
5.03,30.312,-860.25,sessao3,C
5.04,33.388,-904.271,sessao3,C
5.05,33.199,-950.239,sessao3,C
5.06,32.605,-998.774,sessao3,C
5.07,33.588,-1049.76,sessao3,C
5.08,36.693,-1103.167,sessao3,C
5.09,36.207,-1159.194,sessao3,C
5.1,34.85,-1218.232,sessao3,C
5.11,35.842,-1280.095,sessao3,C
5.12,34.139,-1344.954,sessao3,C
5.13,32.864,-1413.151,sessao3,C
5.14,31.863,-1484.826,sessao3,C
5.15,29.386,-1559.998,sessao3,C
5.16,29.46,-1638.984,sessao3,C
5.17,24.482,-1721.842,sessao3,C
5.18,23.921,-1808.875,sessao3,C
5.19,23.253,-1900.286,sessao3,C
5.2,20.717,-1996.304,sessao3,C
5.21,19.468,-2096.985,sessao3,C
5.22,19.376,-2202.754,sessao3,C
5.23,17.771,-2313.799,sessao3,C
5.24,19.359,-2430.6,sessao3,C
5.25,16.419,-2553.008,sessao3,C
5.26,18.541,-2681.621,sessao3,C
5.27,18.672,-2816.638,sessao3,C
5.28,18.905,-2958.462,sessao3,C
5.29,21.285,-3107.317,sessao3,C
5.3,22.184,-3263.58,sessao3,C
5.31,23.281,-3427.708,sessao3,C
5.32,26.847,-3599.979,sessao3,C
5.33,26.9,-3780.987,sessao3,C
5.34,29.488,-3971.016,sessao3,C
5.35,30.591,-4170.489,sessao3,C
5.36,33.267,-4380.042,sessao3,C
5.37,35.401,-4599.986,sessao3,C
5.38,36.203,-4830.996,sessao3,C
5.39,36.917,-5073.518,sessao3,C
5.4,37.525,-5327.995,sessao3,C
5.41,37.754,-5595.351,sessao3,C
5.42,36.569,-5876.147,sessao3,C
5.43,36.564,-6170.892,sessao3,C
5.44,36.927,-6480.307,sessao3,C
5.45,36.686,-6805.302,sessao3,C
5.46,34.997,-7146.332,sessao3,C
5.47,32.57,-7504.79,sessao3,C
5.48,31.939,-7881.067,sessao3,C
5.49,29.931,-8276.105,sessao3,C
5.5,27.156,-8690.761,sessao3,C
5.51,26.703,-9126.183,sessao3,C
5.52,23.364,-9583.463,sessao3,C
5.53,21.731,-10063.622,sessao3,C
5.54,20.607,-10567.772,sessao3,C
5.55,19.145,-11097.093,sessao3,C
5.56,18.137,-11652.881,sessao3,C
5.57,18.497,-12236.486,sessao3,C
5.58,17.516,-12849.242,sessao3,C
5.59,17.604,-13492.671,sessao3,C
5.6,17.508,-14168.169,sessao3,C
5.61,17.263,-14877.559,sessao3,C
5.62,19.467,-15622.405,sessao3,C
5.63,19.258,-16404.482,sessao3,C
5.64,22.177,-17225.601,sessao3,C
5.65,23.467,-18087.834,sessao3,C
5.66,25.459,-18993.256,sessao3,C
5.67,26.763,-19943.826,sessao3,C
5.68,28.531,-20941.994,sessao3,C
5.69,31.019,-21990.003,sessao3,C
5.7,31.714,-23090.499,sessao3,C
5.71,32.75,-24246.021,sessao3,C
5.72,35.027,-25459.259,sessao3,C
5.73,34.957,-26733.139,sessao3,C
5.74,34.944,-28070.841,sessao3,C
5.75,37.491,-29475.275,sessao3,C
5.76,35.219,-30949.92,sessao3,C
5.77,34.469,-32498.368,sessao3,C
5.78,34.426,-34124.31,sessao3,C
5.79,33.419,-35831.526,sessao3,C
5.8,30.395,-37623.904,sessao3,C
5.81,28.769,-39506.111,sessao3,C
5.82,27.122,-41482.434,sessao3,C
5.83,27.597,-43557.482,sessao3,C
5.84,24.269,-45736.337,sessao3,C
5.85,20.815,-48024.006,sessao3,C
5.86,20.966,-50426.125,sessao3,C
5.87,18.144,-52948.463,sessao3,C
5.88,15.723,-55596.797,sessao3,C
5.89,13.705,-58377.628,sessao3,C
5.9,15.308,-61297.473,sessao3,C
5.91,15.601,-64363.236,sessao3,C
5.92,14.474,-67582.339,sessao3,C
5.93,15.237,-70962.35,sessao3,C
5.94,15.382,-74511.515,sessao3,C
5.95,16.167,-78238.028,sessao3,C
5.96,17.056,-82150.808,sessao3,C
5.97,16.699,-86259.378,sessao3,C
5.98,19.491,-90573.314,sessao3,C
5.99,21.36,-95102.883,sessao3,C
6.0,23.263,-99859.005,sessao3,C
6.01,25.385,-104852.854,sessao3,C
6.02,27.422,-110096.561,sessao3,C
6.03,28.909,-115602.311,sessao3,C
6.04,30.233,-121383.415,sessao3,C
6.05,30.716,-127453.435,sessao3,C
6.06,30.744,-133827.117,sessao3,C
6.07,32.921,-140519.367,sessao3,C
6.08,32.907,-147546.231,sessao3,C
6.09,32.347,-154924.524,sessao3,C
6.1,32.126,-162671.737,sessao3,C
6.11,31.238,-170806.25,sessao3,C
6.12,30.643,-179347.504,sessao3,C
6.13,28.965,-188315.826,sessao3,C
6.14,26.845,-197732.6,sessao3,C
6.15,26.847,-207620.221,sessao3,C
6.16,24.407,-218002.089,sessao3,C
6.17,21.207,-228903.158,sessao3,C
6.18,19.549,-240349.282,sessao3,C
6.19,17.945,-252367.674,sessao3,C
6.2,16.47,-264987.048,sessao3,C
6.21,14.791,-278237.442,sessao3,C
6.22,13.188,-292150.16,sessao3,C
6.23,13.644,-306758.644,sessao3,C
6.24,11.968,-322097.586,sessao3,C
6.25,12.217,-338203.309,sessao3,C
6.26,11.515,-355114.463,sessao3,C
6.27,11.161,-372871.053,sessao3,C
6.28,12.737,-391515.597,sessao3,C
6.29,14.903,-411092.293,sessao3,C
6.3,15.219,-431647.951,sessao3,C
6.31,17.731,-453231.249,sessao3,C
6.32,19.152,-475893.831,sessao3,C
6.33,22.024,-499689.473,sessao3,C
6.34,23.098,-524674.853,sessao3,C
6.35,24.35,-550909.464,sessao3,C
6.36,27.027,-578455.95,sessao3,C
6.37,29.077,-607379.651,sessao3,C
6.38,28.237,-637749.612,sessao3,C
6.39,31.627,-669638.041,sessao3,C
6.4,31.93,-703120.839,sessao3,C
6.41,31.996,-738277.925,sessao3,C
6.42,32.981,-775192.756,sessao3,C
6.43,33.622,-813953.248,sessao3,C
6.44,30.982,-854651.916,sessao3,C
6.45,30.667,-897385.439,sessao3,C
6.46,30.724,-942255.759,sessao3,C
6.47,28.153,-989369.317,sessao3,C
6.48,26.279,-1038838.809,sessao3,C
6.49,25.484,-1090781.786,sessao3,C
6.5,23.165,-1145321.808,sessao3,C
6.51,20.845,-1202588.888,sessao3,C
6.52,19.808,-1262719.212,sessao3,C
6.53,17.994,-1325856.129,sessao3,C
6.54,16.214,-1392149.909,sessao3,C
6.55,16.055,-1461758.259,sessao3,C
6.56,15.008,-1534847.119,sessao3,C
6.57,14.679,-1611590.496,sessao3,C
6.58,14.106,-1692170.954,sessao3,C
6.59,14.168,-1776780.454,sessao3,C
6.6,13.953,-1865620.378,sessao3,C
6.61,16.238,-1958902.389,sessao3,C
6.62,16.636,-2056848.534,sessao3,C
6.63,17.784,-2159691.884,sessao3,C
6.64,19.593,-2267677.301,sessao3,C
6.65,22.288,-2381062.249,sessao3,C
6.66,22.707,-2500116.215,sessao3,C
6.67,26.377,-2625123.107,sessao3,C
6.68,29.049,-2756380.158,sessao3,C
6.69,30.167,-2894200.11,sessao3,C
6.7,29.849,-3038911.096,sessao3,C
6.71,32.233,-3190857.568,sessao3,C
6.72,33.011,-3350401.438,sessao3,C
6.73,35.377,-3517922.439,sessao3,C
6.74,35.109,-3693819.516,sessao3,C
6.75,36.536,-3878511.425,sessao3,C
6.76,34.901,-4072437.949,sessao3,C
6.77,34.51,-4276060.779,sessao3,C
6.78,35.994,-4489864.767,sessao3,C
6.79,33.44,-4714359.028,sessao3,C
6.8,31.727,-4950077.836,sessao3,C
6.81,30.364,-5197582.64,sessao3,C
6.82,29.596,-5457462.754,sessao3,C
6.83,27.285,-5730336.775,sessao3,C
6.84,25.835,-6016854.693,sessao3,C
6.85,25.035,-6317698.328,sessao3,C
6.86,21.674,-6633584.197,sessao3,C
6.87,20.112,-6965264.389,sessao3,C
6.88,19.951,-7313528.521,sessao3,C
6.89,18.274,-7679205.929,sessao3,C
6.9,17.545,-8063167.2,sessao3,C
6.91,17.05,-8466326.499,sessao3,C
6.92,17.652,-8889643.793,sessao3,C
6.93,18.489,-9334126.829,sessao3,C
6.94,17.074,-9800834.182,sessao3,C
6.95,18.702,-10290876.816,sessao3,C
6.96,22.189,-10805421.564,sessao3,C
6.97,21.678,-11345693.519,sessao3,C
6.98,23.627,-11912979.301,sessao3,C
6.99,26.221,-12508629.201,sessao3,C
7.0,28.086,-13134061.617,sessao3,C
7.01,30.314,-13790765.571,sessao3,C
7.02,31.748,-14480304.869,sessao3,C
7.03,33.502,-15204321.095,sessao3,C
7.04,34.312,-15964538.117,sessao3,C
7.05,35.75,-16762765.973,sessao3,C
