timestamp,I_A,T_pneu,V_V,SOC_pct,session_id,driver_id,source_file,label_classe
42.0,78.341,44.271,64.192,97.88,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
43.0,59.989,43.823,56.497,97.88,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
44.0,86.066,44.431,46.73,97.87,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
45.0,75.492,40.24,58.343,97.87,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
46.0,70.097,44.242,58.652,97.87,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
47.0,81.649,45.215,49.073,97.87,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
48.0,77.766,47.704,39.901,97.86,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
49.0,74.768,42.959,70.036,97.86,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
50.0,100.331,42.261,57.65,97.86,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
51.0,71.103,43.255,52.606,97.86,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
52.0,57.047,47.119,53.55,97.85,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
53.0,68.112,43.682,80.223,97.85,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
54.0,63.314,41.987,58.7,97.85,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
55.0,91.252,42.547,42.117,97.84,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
56.0,90.831,43.973,39.293,97.84,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
57.0,92.489,47.274,59.453,97.84,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
58.0,66.182,41.314,55.346,97.84,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
59.0,84.461,42.022,45.763,97.83,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
60.0,67.162,44.242,36.488,97.83,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
61.0,83.302,45.976,55.562,97.83,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
62.0,74.882,41.418,49.601,97.82,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
63.0,88.882,43.856,81.641,97.82,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
64.0,85.208,43.47,53.225,97.82,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
65.0,94.134,40.029,51.801,97.81,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
66.0,86.961,40.103,36.953,97.81,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
67.0,78.478,42.565,57.756,97.81,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
68.0,67.004,38.696,57.623,97.81,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
69.0,89.232,44.294,53.457,97.8,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
70.0,77.992,41.359,50.81,97.8,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
71.0,57.75,42.962,56.964,97.8,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
72.0,72.318,43.36,68.689,97.8,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
73.0,74.427,41.4,54.384,97.79,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
74.0,78.296,42.672,69.685,97.79,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
75.0,89.932,41.088,60.271,97.79,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
76.0,82.752,43.316,48.764,97.79,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
77.0,85.345,38.637,59.299,97.78,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
78.0,79.722,43.337,57.98,97.78,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
79.0,68.16,43.913,65.244,97.78,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
80.0,97.807,38.218,60.967,97.78,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
81.0,95.942,42.797,45.658,97.77,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
82.0,86.274,38.469,57.109,97.77,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
83.0,80.973,41.28,65.722,97.77,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
84.0,83.058,45.798,48.089,97.77,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
85.0,81.925,40.749,59.857,97.76,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
86.0,70.487,45.61,60.975,97.76,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
87.0,73.575,40.474,64.457,97.76,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
88.0,84.551,41.631,59.506,97.76,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
89.0,87.608,41.589,61.175,97.75,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
90.0,78.814,40.191,46.98,97.75,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
91.0,70.143,43.597,54.089,97.75,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
92.0,102.788,41.868,42.038,97.74,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
93.0,79.245,38.797,52.377,97.74,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
94.0,75.406,40.19,48.267,97.74,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
95.0,78.403,40.02,51.31,97.73,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
96.0,73.15,42.596,60.071,97.73,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
97.0,93.989,40.483,63.263,97.73,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
98.0,76.019,43.927,60.731,97.73,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
99.0,68.061,42.609,49.06,97.72,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
100.0,73.482,41.929,37.084,97.72,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
101.0,81.688,40.217,62.295,97.72,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
102.0,73.87,39.996,59.508,97.72,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
103.0,76.589,40.023,54.451,97.71,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
104.0,80.262,43.504,55.661,97.71,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
105.0,67.763,42.626,58.005,97.71,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
106.0,72.372,41.183,53.252,97.7,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
107.0,79.924,37.649,60.262,97.7,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
108.0,91.096,45.525,51.05,97.7,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
109.0,79.857,44.857,39.69,97.7,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
110.0,65.018,35.756,37.31,97.69,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
111.0,90.38,39.129,51.593,97.69,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
112.0,85.762,38.608,63.889,97.69,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
113.0,71.964,41.004,53.48,97.69,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
114.0,80.774,38.288,48.732,97.68,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
115.0,86.777,41.417,52.192,97.68,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
116.0,74.195,40.322,54.524,97.68,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
117.0,78.446,39.838,44.641,97.67,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
118.0,73.505,41.172,37.724,97.67,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
119.0,66.009,38.875,61.333,97.67,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
120.0,78.48,40.523,44.803,97.66,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
121.0,94.206,36.375,41.126,97.66,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
122.0,66.129,39.486,53.679,97.66,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
123.0,76.866,40.398,46.353,97.65,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
124.0,74.083,40.831,48.398,97.65,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
125.0,77.29,39.771,44.303,97.65,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
126.0,93.046,40.526,58.194,97.64,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
127.0,88.117,40.59,53.954,97.64,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
128.0,79.456,37.98,52.367,97.64,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
129.0,78.636,40.698,61.984,97.64,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
130.0,87.903,39.815,43.827,97.64,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
131.0,68.848,37.027,57.003,97.63,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
132.0,84.171,39.851,60.203,97.63,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
133.0,71.935,39.099,47.505,97.63,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
134.0,85.06,41.97,51.632,97.63,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
135.0,89.134,34.847,53.019,97.62,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
136.0,72.431,42.264,59.28,97.62,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
137.0,77.187,38.649,47.332,97.62,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
138.0,91.765,41.426,57.728,97.62,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
139.0,98.684,43.275,52.76,97.62,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
140.0,69.12,40.097,43.865,97.61,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
141.0,88.578,36.191,67.127,97.61,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
142.0,65.226,36.323,48.726,97.61,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
143.0,74.864,33.933,49.075,97.6,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
144.0,66.238,38.495,38.899,97.6,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
145.0,75.051,42.869,52.381,97.6,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
146.0,82.707,37.921,39.923,97.59,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
147.0,75.353,39.213,53.551,97.59,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
148.0,81.214,42.302,41.595,97.59,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
149.0,74.466,37.241,69.785,97.59,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
150.0,90.492,40.357,36.831,97.58,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
151.0,71.427,35.986,36.012,97.58,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
152.0,82.474,39.398,47.648,97.58,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
153.0,66.593,37.455,41.739,97.58,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
154.0,76.121,36.722,48.055,97.57,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
155.0,76.193,39.478,51.245,97.57,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
156.0,59.604,37.656,51.943,97.57,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
157.0,60.029,38.681,59.288,97.56,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
158.0,74.946,39.214,51.522,97.56,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
159.0,76.5,38.569,43.194,97.56,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
160.0,88.189,37.807,48.014,97.56,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
161.0,83.411,36.458,56.555,97.56,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
162.0,64.841,38.532,50.22,97.55,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
163.0,85.923,37.248,52.631,97.55,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
164.0,87.768,39.291,53.288,97.55,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
165.0,67.197,37.325,52.919,97.54,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
166.0,76.167,35.214,50.263,97.54,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
167.0,63.972,37.579,33.871,97.54,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
168.0,83.2,37.737,40.682,97.54,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
169.0,73.043,32.953,49.986,97.53,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
170.0,71.308,36.768,49.908,97.53,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
171.0,85.241,37.751,42.844,97.53,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
172.0,75.991,40.784,45.71,97.53,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
173.0,65.342,33.437,50.822,97.53,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
174.0,61.579,33.637,39.151,97.52,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
175.0,60.671,34.049,49.432,97.52,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
176.0,77.976,38.99,47.85,97.52,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
177.0,72.285,38.471,43.167,97.52,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
178.0,84.418,36.601,44.47,97.51,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
179.0,83.566,37.921,44.991,97.51,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
180.0,94.599,40.133,52.954,97.51,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
181.0,110.517,34.924,44.511,97.51,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
182.0,89.133,38.126,35.983,97.5,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
183.0,78.201,36.614,37.554,97.5,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
184.0,68.23,37.262,43.073,97.5,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
185.0,62.966,33.72,41.234,97.5,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
186.0,66.601,41.832,50.998,97.49,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
187.0,63.857,37.606,37.563,97.49,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
188.0,62.157,38.45,58.584,97.49,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
189.0,61.974,36.511,49.72,97.48,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
190.0,72.367,34.228,47.082,97.48,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
191.0,49.834,35.604,35.204,97.48,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
192.0,90.975,40.689,42.0,97.48,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
193.0,78.288,39.067,43.159,97.47,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
194.0,93.336,36.703,42.549,97.47,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
195.0,76.931,34.85,44.369,97.47,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
196.0,68.219,40.622,52.215,97.47,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
197.0,61.539,36.222,54.614,97.46,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
198.0,85.242,34.074,43.814,97.46,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
199.0,50.528,39.176,31.252,97.46,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
200.0,68.75,38.427,20.755,97.46,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
201.0,64.685,36.832,38.776,97.45,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
202.0,58.353,35.936,39.078,97.45,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
203.0,75.899,39.586,40.533,97.45,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
204.0,70.433,36.113,45.301,97.45,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
205.0,73.545,34.855,37.996,97.45,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
206.0,81.309,36.389,54.782,97.44,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
207.0,52.538,34.488,51.586,97.44,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
208.0,58.542,36.282,44.044,97.44,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
209.0,66.058,35.671,24.678,97.44,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
210.0,61.08,39.224,36.137,97.43,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
211.0,80.946,33.434,40.189,97.43,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
212.0,65.649,33.283,46.724,97.43,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
213.0,81.661,37.762,69.449,97.43,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
214.0,68.484,34.442,54.345,97.42,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
215.0,76.12,35.013,39.092,97.42,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
216.0,85.555,37.578,42.913,97.42,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
217.0,75.85,38.506,31.959,97.42,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
218.0,70.177,37.261,52.554,97.42,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
219.0,69.378,40.957,50.382,97.41,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
220.0,67.798,38.079,59.231,97.41,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
221.0,80.115,34.791,49.473,97.41,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
222.0,60.241,38.737,39.304,97.4,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
223.0,67.637,40.404,47.135,97.4,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
224.0,60.22,36.696,35.207,97.4,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
225.0,75.784,36.466,56.188,97.4,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
226.0,65.339,39.098,39.348,97.4,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
227.0,80.224,37.377,27.177,97.39,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
228.0,63.067,40.043,38.629,97.39,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
229.0,57.896,34.45,38.821,97.39,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
230.0,56.585,33.351,32.412,97.39,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
231.0,61.583,35.204,34.545,97.38,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
232.0,66.214,35.716,40.614,97.38,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
233.0,68.994,37.54,23.607,97.38,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
234.0,44.788,35.747,47.253,97.38,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
235.0,71.588,34.564,48.845,97.38,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
236.0,63.69,37.461,48.5,97.37,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
237.0,85.612,35.806,40.58,97.37,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
238.0,83.813,35.91,34.757,97.37,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
239.0,78.389,36.879,32.664,97.37,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
240.0,59.732,34.336,52.471,97.36,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
241.0,71.531,37.613,60.513,97.36,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
242.0,45.19,35.039,44.605,97.36,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
243.0,75.5,32.81,41.433,97.36,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
244.0,81.05,40.471,40.937,97.35,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
245.0,82.648,39.165,49.835,97.35,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
246.0,57.555,33.895,51.897,97.35,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
247.0,65.097,35.653,40.882,97.34,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
248.0,55.086,36.97,45.986,97.34,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
249.0,57.796,38.43,58.992,97.34,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
250.0,77.507,38.659,22.78,97.34,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
251.0,58.735,38.469,45.51,97.33,conservador_sessao_1,DRV_C04,telemetria_conservador_3.csv,conservador
